experiment	exp_line	passage	genomic_position	shannon_entropy
EXPIV	17	10	461	0.0409184939563868
EXPIV	17	10	465	0.0334964974949566
EXPIV	17	10	466	0.033907748044882
EXPIV	17	10	467	0.105983294296769
EXPIV	17	10	472	0.0155036263644248
EXPIV	17	10	473	0.0155805596896892
EXPIV	17	10	474	0.0276692274413902
EXPIV	17	10	475	0.0125305825111054
EXPIV	17	10	476	0.0171509727235331
EXPIV	17	10	488	0.0394165181481406
EXPIV	17	10	498	0.024349682696212
EXPIV	17	10	503	0.0338962979817292
EXPIV	17	10	507	0.014652396855475
EXPIV	17	10	508	0.0137487430300596
EXPIV	17	10	516	0.0170371180139916
EXPIV	17	10	521	0.0201141160234975
EXPIV	17	10	523	0.0179652044071532
EXPIV	17	10	532	0.0267661963083539
EXPIV	17	10	533	0.156818354146305
EXPIV	17	10	554	0.404051262520731
EXPIV	17	10	561	0.0125410178817525
EXPIV	17	10	566	0.0209613396526541
EXPIV	17	10	574	0.013987245189901
EXPIV	17	10	575	0.0126830570108432
EXPIV	17	10	578	0.0207545012360346
EXPIV	17	10	587	0.0174590909036373
EXPIV	17	10	592	0.0142696617042278
EXPIV	17	10	603	0.0201657177118517
EXPIV	17	10	606	0.0239164671316717
EXPIV	17	10	607	0.0145069179244626
EXPIV	17	10	609	0.065264294654721
EXPIV	17	10	612	0.0688528421914422
EXPIV	17	10	613	0.0131718921170055
EXPIV	17	10	614	0.0158030215590199
EXPIV	17	10	616	0.842389103335585
EXPIV	17	10	618	0.0466877571804166
EXPIV	17	10	620	0.0264523441994966
EXPIV	17	10	621	0.0119903255410724
EXPIV	17	10	624	0.0150788871684015
EXPIV	17	10	627	0.11680328198131
EXPIV	17	10	628	0.0198685932165178
EXPIV	17	10	629	0.126769711714564
EXPIV	17	10	632	0.0171555523295095
EXPIV	17	10	633	0.21987228265788
EXPIV	17	10	635	0.359785593387746
EXPIV	17	10	639	0.0382144111485747
EXPIV	17	10	643	0.247912775838218
EXPIV	17	10	645	0.0400702974656675
EXPIV	17	10	652	0.024797708556855
EXPIV	17	10	654	0.12022613414497
EXPIV	17	10	659	0.0205585355670633
EXPIV	17	10	663	0.0142750664170322
EXPIV	17	10	665	0.0116389640226234
EXPIV	17	10	670	0.0287225171698436
EXPIV	17	10	678	0.0233669392456805
EXPIV	17	10	679	0.0162084347532703
EXPIV	17	10	693	0.0146881162566512
EXPIV	17	10	696	0.01504308248768
EXPIV	17	10	701	0.0131681361815158
EXPIV	17	10	707	0.0136320167422568
EXPIV	17	10	708	0.165182073115249
EXPIV	17	10	710	0.0123391202270032
EXPIV	17	10	717	0.0132061983311166
EXPIV	17	10	725	0.0141599894762121
EXPIV	17	10	730	0.0206215645591992
EXPIV	17	10	745	0.012956585789984
EXPIV	17	10	747	0.0135609559887342
EXPIV	17	10	754	0.0150160182384754
EXPIV	17	10	771	0.0154302025985292
EXPIV	17	10	773	0.0154898217308968
EXPIV	17	10	778	0.012550381932973
EXPIV	17	10	780	0.0138199463351155
EXPIV	17	10	781	0.0140163386057425
EXPIV	17	10	783	0.0231837502555214
EXPIV	17	10	784	0.0261971932963227
EXPIV	17	10	786	0.019830676052003
EXPIV	17	10	788	0.0165873474955797
EXPIV	17	10	790	0.0190426991976238
EXPIV	17	10	799	0.0231957250410221
EXPIV	17	10	801	0.0151499205393017
EXPIV	17	10	809	0.0119871377941129
EXPIV	17	10	817	0.0130687802664802
EXPIV	17	10	822	0.0221626503897371
EXPIV	17	10	830	0.0120215597939688
EXPIV	17	10	831	0.0157447966079053
EXPIV	17	10	836	0.01595932700934
EXPIV	17	10	838	0.0516397956709461
EXPIV	17	10	847	0.0132416001977218
EXPIV	17	10	849	0.0294628830824212
EXPIV	17	10	855	0.0129339366703534
EXPIV	17	10	858	0.0186890610698652
EXPIV	17	10	859	0.0152313926587612
EXPIV	17	10	860	0.0305054617496697
EXPIV	17	10	863	0.0120954421750189
EXPIV	17	10	864	0.0197152715611525
EXPIV	17	10	866	0.0207312489296771
EXPIV	17	10	867	0.0380864368928526
EXPIV	17	10	868	0.0140948435783376
EXPIV	17	10	870	0.0159723948429605
EXPIV	17	10	898	0.029872090173349
EXPIV	17	10	902	0.0152246403567361
EXPIV	17	10	914	0.0114834732078895
EXPIV	17	10	933	0.012338050123201
EXPIV	17	10	935	0.013512378351623
EXPIV	17	10	938	0.0193157744355148
EXPIV	17	10	944	0.0327888130482058
EXPIV	17	10	946	0.0194650068585635
EXPIV	17	10	952	0.0403961208029625
EXPIV	17	10	978	0.939281815424794
EXPIV	17	10	981	0.0171241304345198
EXPIV	17	10	988	0.0114746000566391
EXPIV	17	10	997	0.0178481707004063
EXPIV	17	10	1007	0.0168361851280014
EXPIV	17	10	1011	0.0172112986370204
EXPIV	17	10	1038	0.0147619037240819
EXPIV	17	10	1040	0.0143037641607057
EXPIV	17	10	1045	0.0121104090524435
EXPIV	17	10	1053	0.0169434239743304
EXPIV	17	10	1060	0.0146986405178996
EXPIV	17	10	1065	0.0136297307162864
EXPIV	17	10	1074	0.0122403561081461
EXPIV	17	10	1076	0.0147111767660133
EXPIV	17	10	1078	0.022088364202584
EXPIV	17	10	1086	0.0973725828177761
EXPIV	17	10	1109	0.0194358767367989
EXPIV	17	10	1130	0.0121091064485655
EXPIV	17	10	1134	0.0138570614629078
EXPIV	17	10	1135	0.0121454163009611
EXPIV	17	10	1136	0.0140766441145455
EXPIV	17	10	1140	0.0114312965785491
EXPIV	17	10	1155	0.0211934293018364
