pos1	pos2	r2
455	464	0.240941268226342
455	484	0.00197016605685337
455	566	0.00014430014430014
455	604	0.0526315789473685
455	614	0.0357142857142857
455	614	0.111111111111111
455	620	0.0105263157894737
455	643	0.0279066171923315
455	654	0.0439593301435406
455	661	0.0590909090909092
455	662	NA
455	668	0.149659863945578
455	678	0.171428571428571
455	754	NA
455	807	0.000560224089635886
455	808	NA
455	823	0.0058823529411767
455	831	0.0727272727272726
464	484	0.000119534675072368
464	566	0.00261519112241424
464	604	0.0124223602484472
464	614	0.116363636363636
464	614	0.000199800199800205
464	620	0.000886524822695036
464	643	0.000673608001194208
464	654	0.00322765658583244
464	661	0.00617113079545853
464	662	NA
464	668	0.0108043217286915
464	678	7.11099986346846e-05
464	754	NA
464	807	0.00154871085388171
464	808	0.00329439952081462
464	823	0.00484979492295757
464	831	0.00912728547228226
484	566	0.00191184549108048
484	604	0.0128698875009833
484	614	0.0384012539184954
484	614	0.0479066022544286
484	620	0.0162872829796706
484	643	0.00459129795993328
484	654	0.00649198222754832
484	661	0.0159095359721784
484	662	NA
484	668	0.00285591224173931
484	678	0.000117601894607063
484	754	NA
484	807	0.000968482822088107
484	808	0.00110692263052436
484	823	0.000532914044826292
484	831	6.3721835338179e-05
566	604	0.00235799227333102
566	614	0.0014664305212531
566	614	0.00837665649579002
566	620	0.00284006910127614
566	643	0.000732161600258967
566	654	0.00022876516293049
566	661	1.36749534587316e-05
566	662	NA
566	668	0.000314998208673036
566	678	0.00013458723924428
566	754	NA
566	807	0.00012567532136201
566	808	6.00137539471599e-05
566	823	4.24079901386925e-05
566	831	3.76508917114221e-06
566	892	0.000189435215218025
566	909	0.00150911338290811
566	930	0.000171894400464175
566	951	0.000479385820380227
566	957	0.000693838690652926
604	614	0.0309462412587411
604	614	0.0216965315066836
604	620	0.00211011388258742
604	643	0.000136088709677419
604	654	0.0741155511501619
604	661	0.0172714088358504
604	662	NA
604	668	0.349795066828221
604	678	0.00482306022186696
604	754	NA
604	807	7.73278803974706e-05
604	808	0.000101697476545913
604	823	0.000445411651731666
604	831	0.000223961507716538
604	892	4.15973539915991e-06
604	909	0.000248701110799158
604	930	0.000296154357734004
604	951	0.000599120235656865
604	957	3.54346605370578e-05
604	972	8.67937110829245e-08
604	974	8.26616156162225e-07
604	999	2.0826607457936e-05
614	614	NA
614	620	1.48686304501686e-05
614	643	0.00992516483102009
614	654	0.00618041935701944
614	661	0.00041590636001073
614	662	NA
614	668	0.000292423456154476
614	678	0.000426234387234229
614	754	NA
614	807	0.00120774335657747
614	808	0.000793150782947192
614	823	0.00219767638664001
614	831	0.00301438281036649
614	892	0.000568615395349174
614	909	0.00011820320761246
614	930	0.00163178173811638
614	951	0.00458328381167486
614	957	0.000179709006127924
614	972	0.000115909717024112
614	974	0.00032336056547724
614	999	0.000347807416508009
614	1005	0.000807676029132722
614	620	0.00231983896658038
614	643	0.00680339026964578
614	654	0.00180662894249671
614	661	2.50742643760001e-05
614	662	NA
614	668	0.00265381845639279
614	678	0.00141246735500225
614	754	NA
614	807	1.90459202878832e-05
614	808	2.89536498111483e-06
614	823	8.94161713543102e-05
614	831	8.96383996848658e-05
614	892	6.45062992576561e-05
614	909	6.345230754895e-07
614	930	0.000100280940834557
614	951	0.000240275028006568
614	957	0.000295489507823554
614	972	5.64880217861368e-05
614	974	8.24429398144905e-05
614	999	1.06398777191661e-05
614	1005	0.000397792289293458
620	643	0.000976875312724096
620	654	1.24977362186012e-05
620	661	0.00647261616531015
620	662	NA
620	668	0.0238477205317335
620	678	0.000528937709270689
620	754	NA
620	807	0.00250067115731189
620	808	0.00339884025898601
620	823	0.00539346989902186
620	831	0.000698334928240842
620	892	8.52234884834456e-07
620	909	0.000211638457644062
620	930	6.15233522413121e-06
620	951	1.41338351786487e-06
620	957	7.19189150267935e-05
620	972	1.42827525936187e-05
620	974	5.7305654219995e-06
