pos1	pos2	r2
471	484	6.85288232230452e-06
471	529	NA
471	566	7.9611495900008e-05
471	569	0.159608958052772
471	575	0.41871921182266
471	604	NA
471	605	0.0106508875739645
471	606	0.662626262626263
471	606	0.493975903614458
471	607	3.91287335333247e-06
471	609	0.00237603305785124
471	613	NA
471	613	0.0344234079173838
471	614	0.000443332498157342
471	616	0.00520690600164429
471	617	0.0103567318757192
471	618	0.31368330464716
471	619	0.00501731326408028
471	619	0.239864864864865
471	621	0.00850449293966624
471	629	0.00114155251141553
471	643	0.0290322580645161
471	654	0.198706643151088
471	655	0.000925925925925926
471	678	0.0021854063806873
471	754	NA
471	754	NA
471	759	0.0005911718339464
471	807	0.000489955903968643
471	831	0.000112917795844625
471	861	0.0545299480739041
471	866	0.0194015024523499
484	529	NA
484	566	0.245744758565272
484	569	3.48675034867634e-05
484	575	0.000140605227389898
484	604	3.23876149760979e-05
484	605	0.00928381962864746
484	606	0.246900826446275
484	606	NA
484	607	NA
484	609	0.0528225806451616
484	613	NA
484	613	NA
484	614	0.000347017030588663
484	616	0.00549473249328645
484	617	NA
484	618	0.000222965440356635
484	619	0.00544024104452656
484	619	0.000366367466568967
484	621	0.00157298524479992
484	629	0.207264957264957
484	643	0.0404594202299535
484	654	NA
484	655	0.000306372549019621
484	678	NA
484	754	NA
484	754	NA
484	759	NA
484	807	0.000120115310698272
484	831	7.43162901307969e-05
484	861	8.84173297966396e-05
484	866	0.000360690722734038
529	566	NA
529	569	NA
529	575	NA
529	604	NA
529	605	NA
529	606	NA
529	606	NA
529	607	NA
529	609	NA
529	613	NA
529	613	NA
529	614	NA
529	616	NA
529	617	NA
529	618	NA
529	619	NA
529	619	NA
529	621	NA
529	629	NA
529	643	NA
529	654	NA
529	655	NA
529	678	NA
529	754	NA
529	754	NA
529	759	NA
529	807	NA
529	831	NA
529	861	NA
529	866	NA
529	906	NA
529	909	NA
566	569	4.46199495794581e-06
566	575	NA
566	604	0.999999999999972
566	605	NA
566	606	NA
566	606	NA
566	607	NA
566	609	NA
566	613	0.00306368708079985
566	613	0.00178967813540511
566	614	0.00225782173959789
566	616	0.00114171227377524
566	617	NA
566	618	0.331423113658071
566	619	0.00177499395944464
566	619	2.06117569461621e-05
566	621	0.000708691897686329
566	629	9.07175760263686e-05
566	643	NA
566	654	0.0800914606538078
566	655	NA
566	678	0.000512213759959312
566	754	NA
566	754	NA
566	759	4.12705837036222e-05
566	807	7.9646427785308e-05
566	831	3.6697247706422e-05
566	861	0.00779155982222934
566	866	0.00473422232486058
566	906	4.9119934506754e-05
566	909	0.0046237847187705
566	953	0.000175624442462087
569	575	0.248671981100041
569	604	1.82615047474504e-06
569	605	0.00153724284515426
569	606	5.83557678840897e-06
569	606	0.248605302581062
569	607	2.9549826436878e-06
569	609	0.000532386867790591
569	613	0.00291902868262961
569	613	0.000424991818575825
569	614	0.00101341281669142
569	616	0.0017511139616528
569	617	3.31194781032735e-05
569	618	2.26423638627376e-05
569	619	0.00171686430895147
569	619	9.46745562130201e-06
569	621	0.00133508519115019
569	629	0.00010857173877639
569	643	9.49355533647332e-05
569	654	0.248263888888892
569	655	0.000184397835696259
569	678	0.00266014730392497
569	754	NA
569	754	NA
569	759	0.00626961599215862
569	807	8.59099819589033e-05
569	831	5.20833898474295e-05
569	861	0.000186025745963239
569	866	0.00160244586394006
569	906	0.00010462074978204
569	909	0.00806707568862079
569	953	0.00425477056951401
575	604	0.499351491569389
575	605	2.58390069093501e-06
575	606	0.0427182321756373
575	606	0.560491073032941
575	607	0.000390939003379195
