pos1	pos2	r2
464	484	0.0254737406091211
464	566	0.000295481798707681
464	604	0.17092803030303
464	614	0.0430622009569378
464	614	0.0917190152801359
464	618	0.000343200343200345
464	619	0.000507588447286942
464	621	0.0117195121951219
464	643	0.000818107444777747
464	655	0.0176075047179318
464	670	0.000682043650793652
464	678	0.000975609756097561
464	717	0.00384979862591803
464	754	NA
464	823	0.00118196033045641
484	566	0.00336876438559578
484	604	0.00450174182959721
484	614	0.0150049436471391
484	614	0.004140414617123
484	618	0.000283062659249245
484	619	0.00195308665921582
484	621	0.00302853868253109
484	643	0.00157936710239315
484	655	0.0078972178487814
484	670	0.00529518112455443
484	678	0.00218845476187595
484	717	0.000402406146838645
484	754	NA
484	823	0.000549719261239095
566	604	0.000273758968384494
566	614	0.000616014517428646
566	614	0.000114138590862107
566	618	1.97767393840346e-05
566	619	0.000127110821878244
566	621	0.00363202497091552
566	643	8.09557638099706e-05
566	655	0.00287847127569473
566	670	0.00604221834421208
566	678	0.00524885208197078
566	717	5.16577117835891e-05
566	754	NA
566	823	0.000410200186135793
566	892	0.000159250560212518
566	909	0.000171715274498076
566	939	0.000544083156171454
566	966	0.000747477919009812
604	614	0.0162508138077364
604	614	0.00734751277827855
604	618	0.0378016182217014
604	619	0.0252836343199682
604	621	0.00507023872952399
604	643	2.90832112985519e-05
604	655	0.000225386708332404
604	670	0.00147989245015159
604	678	0.000463116785435629
604	717	0.00618453002165576
604	754	NA
604	823	4.13507297897686e-05
604	892	0.000140571269246456
604	909	0.000642545236364291
604	939	0.000206670642438797
604	966	0.000152549005897002
614	614	NA
614	618	0.0233793926079316
614	619	0.442257217847761
614	621	0.00246230204133175
614	643	0.022107978275305
614	655	0.000245971939335522
614	670	0.0159853596871333
614	678	0.000529322625626763
614	717	0.000433455597892164
614	754	NA
614	823	3.63886400840054e-05
614	892	0.00518993555817065
614	909	4.16342092238418e-06
614	939	0.00015561780267662
614	966	0.00059250377649159
614	618	0.0996779727483998
614	619	0.181009302116553
614	621	0.00553387385498426
614	643	0.00658990592023956
614	655	0.000689977085584247
614	670	0.12721125580068
614	678	0.0105823000477647
614	717	0.000163632025793539
614	754	NA
614	823	1.37805247017282e-05
614	892	0.00156143717578333
614	909	5.11322031378289e-08
614	939	4.87164080424879e-05
614	966	0.00019816310622543
618	619	0.165051752596482
618	621	0.00300524374340905
618	643	0.000522222696691298
618	655	0.00885064605073813
618	670	0.14059069665033
618	678	0.0550529946104222
618	717	0.00183641224306723
618	754	NA
618	823	0.000122158941659861
618	892	1.38134494602939e-05
618	909	0.000159265955692377
618	939	1.48680251592746e-06
618	966	3.49061581278457e-05
619	621	0.000140953567076415
619	643	0.00145606948888573
619	655	0.00572139642578314
619	670	0.17790558500573
619	678	0.0157863066056435
619	717	0.000292738887953635
619	754	NA
619	823	2.2463972544931e-06
619	892	0.00107745382837553
619	909	0.000319747633925988
619	939	4.71286915987618e-05
619	966	0.00010460256886934
621	643	0.000307930128165098
621	655	0.00138336986642425
621	670	0.00180618361625391
621	678	0.000342524182317858
621	717	4.19120252887598e-05
621	754	NA
621	823	0.000444639803764627
621	892	3.87087056837494e-09
621	909	6.36292176461255e-05
621	939	0.000160432900958169
