pos1	pos2	r2
484	569	0.00171177404145984
484	604	0.00147210988849335
484	609	0.00299158727049147
484	614	0.00175766548724939
484	618	0.00121820278495549
484	619	0.00190851076519349
484	621	0.000214246133629177
484	643	0.00246067535521488
484	655	6.33772023577917e-05
484	678	0.000436780463101137
484	861	4.59482641887655e-05
569	604	0.141072602815237
569	609	0.404908105089451
569	614	0.00229343254857081
569	618	0.444051353630786
569	619	0.351286435132626
569	621	0.359546956050369
569	643	0.000289586868398097
569	655	0.00394394596440847
569	678	0.0248810001185166
569	861	1.05542582758026e-05
569	909	0.000321482242194519
569	953	0.000180996768070778
604	609	0.00905469422911525
604	614	0.00255680206238655
604	618	0.414972899728994
604	619	0.0598638649825746
604	621	0.0101389629997703
604	643	0.00230967166499573
604	655	0.00339024711262955
604	678	0.00548111008499295
604	861	7.37636401752982e-05
604	909	0.000410766635581872
604	953	0.000428678029592848
604	970	4.32150159030727e-06
604	974	0.000553321206298361
609	614	0.0125515056168386
609	618	0.360200351957439
609	619	0.229579943274741
609	621	0.314989860661844
609	643	0.000172492913103741
609	655	0.0496382617286051
609	678	0.0394995246674801
609	861	0.00291130935612999
609	909	0.00150718639087722
609	953	0.000383163693964553
609	970	0.000477207453112569
609	974	0.000159667193574729
614	618	0.000629246223431927
614	619	0.00183309120073709
614	621	0.0108708113967445
614	643	2.21080393507647e-05
614	655	0.00214546318610313
614	678	0.000365614762321488
614	861	8.18562525265472e-06
614	909	0.0020691512186249
614	953	1.06174746705842e-05
614	970	3.39102868110776e-05
614	974	0.000963694676917472
618	619	0.351379528951276
618	621	0.0917092304491481
618	643	0.00173805540228681
618	655	0.00844389148660392
618	678	0.040004216447783
618	861	3.21555981735161e-06
618	909	0.000453991237620356
618	953	3.84897120811185e-06
618	970	3.49727298466386e-06
618	974	0.000606854743706852
618	1016	2.78508747271871e-05
619	621	0.231855439410118
619	643	8.15589913882656e-05
619	655	0.0104207255674274
619	678	0.00818367081904743
619	861	0.00140136177555703
619	909	0.00108279160547876
619	953	6.95094653129456e-05
619	970	0.00126915818940525
619	974	0.000115884319133413
619	1016	0.00137866145538834
621	643	0.000544362155405299
621	655	0.06431068744702
621	678	0.0510579301329458
621	861	0.00311889054574416
621	909	0.000517463854398236
621	953	2.04168195642173e-05
621	970	4.72009283563442e-07
621	974	0.000300941162244269
621	1016	7.26966623762582e-05
643	655	0.00180753852542404
643	678	3.57090056710063e-05
643	861	0.0143419341213353
643	909	0.000239889734686854
643	953	0.000117409544256749
643	970	0.000106862652158585
643	974	0.000410544677075472
643	1016	2.18103391446229e-06
655	678	0.0622840953976053
655	861	0.0030083138085643
655	909	0.00041231145657228
655	953	0.000607779679636958
655	970	7.21948580150939e-06
655	974	5.38635133041752e-05
655	1016	0.000957104455249768
655	1053	0.00125720778116446
678	861	0.171785341631035
678	909	0.000315481194400645
678	953	5.64538477387424e-05
678	970	0.000234247828700525
678	974	0.000378248466947769
678	1016	0.000159691524467929
678	1053	0.000133022358829576
861	909	0.000985932690320932
861	953	0.000396835665131548
861	970	1.95320055311729e-05
861	974	0.00101861532134343
861	1016	0.000428189169006654
861	1053	0.000602721370269753
861	1098	9.10139072012996e-08
861	1110	0.000320561365289087
861	1167	0.000154990097179046
909	953	0.0236554337549089
909	970	0.0104560062578807
909	974	0.00685512367540826
909	1016	0.00660079618489713
909	1053	3.72549118096813e-05
909	1098	0.000523976177865807
909	1110	0.0078088641869139
909	1167	2.63362899796878e-06
909	1264	0.000861317950227251
909	1275	0.00623853806579353
