pos1	pos2	r2
464	484	0.00435268292411153
464	566	0.0168818272095333
464	569	0.0206043956043956
464	575	0.0313111545988258
464	604	0.00263388937664617
464	606	0.01256038647343
464	609	0.00255754475703324
464	613	0.0222222222222222
464	614	0.00757480173035328
464	616	0.0173732238577384
464	618	0.00402414486921529
464	619	0.00441919191919193
464	621	0.00222139948167346
464	643	0.0123652504755866
464	655	0.0192330784933754
464	678	0.00432900432900435
464	735	0.00343165059557573
464	752	NA
464	754	NA
464	754	NA
464	831	0.0091035091035091
464	834	0.0213238280343467
464	861	0.0054989604989605
484	566	0.000297188450498559
484	569	0.00997529267785771
484	575	0.00298493720268835
484	604	0.00629161002474794
484	606	0.00495169014739394
484	609	0.00120377590972093
484	613	0.00353403326447722
484	614	0.00365683335820553
484	616	0.00487574896026693
484	618	0.00127946492949728
484	619	0.00111916523283567
484	621	0.000121885157096479
484	643	0.000100797742487609
484	655	0.00376049485042425
484	678	2.43827960706307e-05
484	735	0.00106674734360084
484	752	NA
484	754	NA
484	754	NA
484	831	0.000500831729716918
484	834	0.000736386097897455
484	861	2.00148081186752e-05
566	569	0.00025393184796853
566	575	0.00361322866698466
566	604	0.0128341772660393
566	606	0.0165406769732955
566	609	0.000243236669279194
566	613	0.00507736515767812
566	614	0.00846209578128929
566	616	0.0289121799263534
566	618	0.00987538455778346
566	619	0.00670169673081639
566	621	0.00536818154847134
566	643	0.00221468398342325
566	655	0.00202455260499353
566	678	0.000750580136294641
566	735	0.0202218772518915
566	752	NA
566	754	NA
566	754	NA
566	831	0.011128032346048
566	834	0.0261169633324003
566	861	0.00073221611894253
566	909	0.000104023303694298
569	575	0.00321625070316512
569	604	0.0984279289242813
569	606	0.000493706160721759
569	609	0.598531211750303
569	613	0.00755088359448872
569	614	0.0819005956557151
569	616	9.65029734978891e-06
569	618	0.247006015024017
569	619	0.157606615624642
569	621	0.443121365710895
569	643	0.0257431950270798
569	655	5.06166978624932e-05
569	678	0.14258935857291
569	735	0.00438773923985143
569	752	NA
569	754	NA
569	754	NA
569	831	0.0005616094935595
569	834	0.00150307101078549
569	861	2.81982276404572e-05
569	909	5.4271519938715e-05
575	604	0.00707108602746856
575	606	0.0116329254470955
575	609	0.000394673010669867
575	613	0.00660233921588348
575	614	0.00385647053969622
575	616	0.0110940772000782
575	618	0.000396270396270415
575	619	0.00326322171768953
575	621	0.000763695309659482
575	643	0.00110079441879532
575	655	0.00101460484411789
575	678	4.22510760820796e-07
575	735	0.000616871521053999
575	752	NA
575	754	NA
575	754	NA
575	831	0.00187354166125064
575	834	0.000930711801524554
575	861	0.00146336526581984
575	909	0.000468037632715014
575	972	0.00336508339572021
575	973	0.00252181950827829
575	974	0.00243727368851999
604	606	0.00112644177179881
604	609	0.598742138364771
604	613	0.0222874043074283
604	614	0.131138608241571
604	616	0.00014812472561533
604	618	0.713062622309193
604	619	0.198123313811931
604	621	0.082207456307907
604	643	0.000147874474016834
604	655	0.045868119209353
604	678	0.0797044068964555
604	735	0.00221735903298614
604	752	NA
604	754	NA
604	754	NA
604	831	3.69488940460845e-05
604	834	0.000541096198067397
604	861	5.10718231769118e-05
604	909	1.40892314051162e-05
604	972	0.00015173220584537
604	973	9.14426199189912e-06
604	974	8.45182431976639e-05
604	978	0.00130385826614657
606	609	0.00021917007597922
606	613	0.846080796963587
606	614	0.00201369724665828
606	616	0.0414359481932762
606	618	0.00501466894108672
606	619	0.00022219346906594
606	621	0.00905732002837808
606	643	0.000199030523137325
606	655	6.3085239233978e-05
606	678	8.2922063031101e-05
606	735	0.000337707973222613
606	752	NA
606	754	NA
606	754	NA
606	831	0.000648850448422295
606	834	0.00403880989834238
606	861	0.000194114769870876
606	909	0.00335621007180601
606	972	0.000484150261920993
606	973	0.000340676699036959
606	974	0.00113251243938798
606	978	0.00515513450186071
609	613	0.0150050605306905
609	614	0.123911723386993
609	616	0.000501284914098009
609	618	0.443304600217513
609	619	0.188688625432227
609	621	0.065429569158467
609	643	0.0137225645143788
609	655	3.01955639537154e-05
609	678	2.17059923341504e-05
609	735	0.000962731438072817
609	752	NA
609	754	NA
609	754	NA
609	831	0.00043631669622728
609	834	4.6866100639957e-05
609	861	9.18203613549557e-05
609	909	3.65546137663858e-06
609	972	0.000212789984390967
609	973	5.75833377248712e-05
609	974	1.72247869326455e-05
609	978	0.00020148542380049
613	614	0.00468090392863488
613	616	0.0343720899150613
613	618	0.00174286444727503
613	619	0.0035113427724237
613	621	0.0163346635311407
613	643	0.00350688947129778
613	655	7.83706547083065e-05
613	678	0.00126307268619134
613	735	0.000581169221130622
613	752	NA
613	754	NA
613	754	NA
613	831	0.00206864996839609
613	834	0.0036091844862396
613	861	0.000436032565642598
613	909	0.000804704123080523
613	972	0.00269210581900397
613	973	0.00138557569308748
613	974	0.00324043617289981
613	978	0.00402443812494886
614	616	0.00177467028564758
614	618	0.264967990905798
614	619	0.331816528933847
614	621	0.331840975939034
614	643	0.0043532165046109
614	655	3.30432139152172e-05
614	678	0.0651875395368149
614	735	1.3665519925798e-07
614	752	NA
614	754	NA
614	754	NA
614	831	0.00152742473027159
614	834	2.4748782012949e-05
614	861	6.3709336579048e-06
614	909	0.00018449845650778
614	972	0.000856546100857402
614	973	2.41402337695997e-05
614	974	0.00025352091387451
614	978	0.000416762540266936
616	618	0.00157578907690952
616	619	0.00866601888819943
616	621	0.00842835592313923
616	643	0.000730329115066064
616	655	0.00100480189000687
616	678	0.00026180776102503
616	735	4.44584342937687e-06
616	752	NA
616	754	NA
616	754	NA
616	831	0.00264383692221896
616	834	0.00148582101017911
616	861	0.000195989756103735
616	909	0.00218996070452283
616	972	0.000820226684824014
616	973	0.00120764530657908
616	974	0.000864309869952563
616	978	3.23423869368833e-06
616	1016	0.000376943126239584
618	619	0.498647430117229
618	621	0.0821547091821719
618	643	0.000189536207687087
618	655	0.0688628412788118
618	678	0.197789567293641
618	735	0.00128090580985548
618	752	NA
618	754	NA
618	754	NA
618	831	0.000698626828850082
618	834	1.07937921504742e-05
618	861	3.4893200597563e-07
618	909	0.000851873482573307
618	972	5.46125919120144e-06
618	973	3.17696885657716e-07
618	974	0.000149833389442916
618	978	0.00121344948121847
618	1016	5.60454192060691e-06
619	621	0.63857349871602
619	643	0.000288855235851689
619	655	0.0724326625513654
619	678	9.18739061269742e-06
619	735	9.1556164035079e-07
619	752	NA
619	754	NA
619	754	NA
619	831	2.46126135010927e-05
619	834	0.000203344100936047
619	861	0.000543453280549491
619	909	2.0179852631784e-05
619	972	6.53787869085173e-05
619	973	0.00018890374829699
619	974	1.4541186210596e-05
619	978	0.000663949848047009
619	1016	1.46614129936701e-05
621	643	0.00394946781431599
621	655	2.88420979263226e-05
621	678	0.175477055257388
621	735	6.70836687913841e-07
621	752	NA
621	754	NA
621	754	NA
621	831	0.000112889573311659
621	834	0.00145955933096087
621	861	0.000328452791635637
621	909	2.41899052703312e-05
621	972	5.28363788357103e-05
621	973	2.75201670853602e-05
621	974	9.36082770163375e-10
621	978	0.000749143925828115
621	1016	1.50220309943847e-05
643	655	0.0111521799106604
643	678	0.00185060971575862
643	735	0.0283027242374616
643	752	NA
643	754	NA
643	754	NA
643	831	0.000111548393812377
643	834	0.0213461138796302
643	861	0.00950960960223078
643	909	0.000100743717969103
643	972	1.47699158929441e-06
643	973	0.00011333888157634
643	974	2.09194987928512e-05
